Label,Occupancy
30,Electrical Building
30,Electrical Cabinets
31,Electrical Enclosure for Pump Station
30,Electrical OutletPhoto Sensors
30,Electrical Outlets
30,Electrical Panel
6,Electronic Data Processing Computer Equipment Software
9,Electronic Health Record System
32,Electronic irrigation control systems
23,Electronic Plaza Gates
7,Electronic Vehicle Charging Station
15,Elevated Chlorine Booster Station
23,Elevated Shooting Stand
31,Elevated Water Tank Gallon
23,Eleven Rain Bird and One Hunter ACC controllers Valued at each
31,Elizabeth Silo Tower Site Shelter Tower Generator Equipment
10,Elk Park Ranch Booster Station
36,Elkhead Reservoir Intake Building
36,Elkhead Reservoir Outlet Works Bldg and Spillway
31,Elkhorn Ranch Booster Pump Station Booster Station
6,Elkhorn Ranch Storage Tank
31,Elkhorn Ranch Well A
31,Elkhorn Ranch Well D
31,Elkhorn Well
10,Elks Park BathrmConcessn
10,Elks Park Playground Equip Surfacing
6,Elks Park Shop
10,Elks ParkSingle Dr Equip StorMowers E
10,Elks Parkbench sign flagpole
10,Elks ParkBig GazeboRestrooms
10,Elks ParkScorebooth of these
23,Emergency Call Pole Light Rail Connection
30,Emergency Generator
30,Emergency Generator incl kw capacity
30,Emergency Generator incl kw
30,Emergency Generator incl kw standby generator and enclosure
23,Emergency Portable Equipment
23,Emergency Portable Equipment Bunker Gear
23,Emergency Portable Equipment Throughout District
30,Emergency Standby Generator incl kw generator and enclosure
4,Employee Housing
4,Employee Housing Cattail
4,Employee Housing Eagle
4,Employee Housing Gypsum
4,Employee Housing Nighthawk
4,Employee Housing Stillwater
4,Employee Housing Stratton Flats
23,Employee Tools
23,Enclave SD Guardhouse
23,Enclave SD MainExit Gates
23,Enclosed Barn
23,Enclosed Dumpster Structure
23,Engineering Studio Contents Only
23,Entrance Bridge
23,Entrance Gate
10,Entrance Island Waterfall
10,Entrance Monument
10,Entrance Monument East
10,Entrance Monument West
10,Entrance Monument and Landscaping
10,Entrance Monuments and Stone Piers
23,Entry Building
23,Entry FeatureSign
23,Entry Moments
10,Entry Monument Column
10,Entry Monument Hwy
10,Entry Monument and Retaining Wall
10,Entry Monument Sign
10,Entry Monument with Signage
10,Entry MonumentStone Wall and Columns
10,Entry Monumentation
10,Entry monuments
10,Entry Monuments along Bowles Ave
10,Entry Park Gazebo Picnic Table
23,Entry Sign
23,Entry Sign NE corner
23,Entry Sign NW corner
23,Entry Sign SW corner
23,Entry Sign Stone Piller East side
23,Entry Sign Stone Piller West side
23,Entry Sign at East Entrance on Arapahoe
23,Entry Sign at West Entrance on Arapahoe
23,Entry Sign with Ground Entry Lights
23,Entry Sign with Fountain
23,Entry signs
39,Entry Signs Planters East side
39,Entry Signs Planters West side
39,Entry signs and Fence
23,Entry Wall
23,Entry Way Features
23,Entry Way Pavilion
23,Entry Way Sign Footers Blockwork Cabinet
10,EntryPrimary Monument
23,Entryway
23,Entryway Enhancements
23,Entryway Signage
23,Entryway Signs
23,Env PSPS
23,EPIR location Break Dain Ice Resurfacer misc contents
23,EQ Basin
36,Equalization Basin Water Reservoir Tank includes filter structure SI fencing and lighting
31,EqualizationCentrifuge Building incl hp blowers equalization basins centrifuges hp pumps controls piping
23,Equestrian Bridge
23,Equestrian Center incl Site Improvements Fencing Bollards Paving
23,Equestrian Center incl Stables Pavilion
23,Equestrian Jump Course Judges Stand
23,Equestrian Riding Arenas Round Pen Shade Structures Table BBQ
23,Equilization Basins
23,Equilizer Quality Building
31,Equilizer Quality Building underground tank
23,Equipment Building
6,Equipment in Storage Container
23,Equipment Recertification Expense
6,Equipment Shed
6,Equipment Storage Building
6,Equipment Storage Shed
6,Equipment Storage Trailer
6,Equipment StorageMaintenance Shop
10,Erie Community Library
23,Erie Flow Control Vault
23,Escalator and ADA Lift
10,Estes Valley Community Center including Land Improvements
10,Evans Park Gazebo
10,Evans Park Cargo Container
31,Evans Park Pump contolls Housing
10,Evans Park Splashpad Shed and Landscaping
10,Evans Park Admin Bldg
10,Evans Park Maintenance Bldg
10,Evans Park Playground
31,Evaporation Ponds Retractable Cover
10,Evergreen Lakes Restroom
23,Evergreen Shrubs
20,Evergreen Trees
20,EvergreenDeciduous Trees
32,EWWTP ATAD Building
32,EWWTP Primary Clarifier
32,EWWTP Admin
32,EWWTP Generator Cummins
32,EWWTP Generator KW Kohler
32,EWWTP Headworks Building
32,EWWTP Odor Control Bldg Solids Processing
32,EWWTP Secondary Clarifier Building
32,EWWTPFuel Tank for Generator KW Kohler
32,EWWTPGenerator Set Cummins KWFuel Tank gal
23,ExFiltration Gallery
23,Exhibit D Forbay Structure
36,Exhibit D Utility Storm Drains with Manhole
31,Exhibit D Utility Waterlines
32,Exhibit D Utility Sewer LinesManholes and related
23,External Freezer Cooler
10,F Pool Bathhouse Fixtures Playground
23,Faces by Margot Gotoff
23,Facilities Inventory Tract E
23,Facilities Inventory Tract E Flagpole
23,Fairgrounds Shade Structure
23,Fairmount Fitness System Stations
10,Fairmount Play Structure
10,Fairmount Restroom
23,Fairmount Shelters
31,Fairview Pump Plant
36,Fairview Reservoir
36,Fairview Reservoir Aeration System
31,Fairway View Lift Station
10,Fairway Villa Park Landscaping Irrigation Shed Tables Trellis
10,Fairway Villas SD Clubhouse
10,Fairway Villas Monument
10,Fairway Villas SD Pool and Spa
11,Fairway Villas SD Clubhouse Parking Lot Lights and Landscaping
10,Fairways at Lone TreeShelterPlayground
10,Fairways Heights Park Playground Equip Ammenities
31,Falcon Highlands Lift Station
31,Falcon Lift Station WHMD Portion includes lg pumps underground
10,Falcon Park Playground
10,Falcon Park Restroom
10,Falcon Park Shelter
23,Falcon Town Center Signs
23,Fallen Tree
31,Fallen Tree Water Tank
23,Family Medicine Center
23,Family Sports Center
23,Farm Mail Kiosk
10,Farm Park Shelter
32,Farmers Corner Wastewater Treatment Plant
10,Farr Regional Library
39,Fence
39,Fence Foot Privacy
39,Fence Concrete
39,Fence Gates
39,Fence Iron Linear Feet
39,Fence Posts Uprights
39,Fence Split Rail
39,Fence Steel Decorative LF
39,Fence Wood
39,Fence Wood Linear Feet
39,Fence Corral
39,Fence LF
39,Fence Wrought iron Subdivision
31,Fence around future Well site Linear ft
39,Fence around level spreader
10,Fence Around Pool ft
32,Fence Around Sewer Pond Linear Ft
10,Fence around Tennis Court RV Lot and Garden
31,Fence at Well Site
39,Fence Column
39,Fence Columns
10,Fence End Columns Monuments
39,Fence for Detention Pond
39,Fence front of Maintenance Bldg
39,Fence Metal and Brick foot Dalzell
8,Fence Office Tanks
39,Fence throughout district
10,Fence Monuments and Retaining Walls
39,Fence Open Rail ln ft
39,Fence Privacy ln ft
39,FenceBrickwall Feet
10,Fenced Childcare Playground
39,Fences
39,Fences and Arbors
23,Fencing
23,Fencing LF
23,Fencing Linear Feet
23,Fencing lf
39,Fencing LF Chain Link LF Field Fence LF
23,Fencing Area C
23,Fencing Area E
23,Fencing PVC split rail w stone pillar
23,Fencing Three Rail
23,Fencing Gates
23,Fencing linear feet
23,Fencing feet
23,Fencing Wood Rod Iron
23,Fencing Columns
10,Fencing and Lighting for Ball Fields Paintbrush Park
10,Fencing and Monument Signs
10,Fencing Around Pool
23,Fencing at Inspiration Club
11,Fencing Maintenance Yard Parking Lot
23,Fencing Lighting Signs
23,Fencing Lighting Misc Amenities
23,Fencinggates
23,FencingGating
23,FencingRadial Gates Granby Dam
6,Ferric Chloride Storage Tank
23,Festoon Lighting total
23,FH Assembly
23,Fiber Optic Cable
23,Fiber Optic Conduit Man Holes
15,Fiberglass Pump HouseChlorine Bldg
8,Field Office Collection Distribution
23,Field Station
6,Field Station Headquarters Great Cut East ShedStorage
6,Field Station Headquarters Great Cut Large GarageShop
8,Field Station Headquarters Great Cut OfficeShop
8,Field Station Headquarters Great Cut Pole Barn
8,Field Station Headquarters Great Cut Small Garage
6,Field Station Headquarters Great Cut West ShedStorage
31,Field Well
23,Fieldhouse
8,Fieldhouse incls rock walls soccer fields bleachers scoreboards offices overhangs SI volleyball nets bleachers railings bicycle rack lighting paving soccer goals
23,Fifteen Light Poles values at each
23,Fifteen Lights valued at each
23,Filing Road and Filing Road Paved Roads
32,Filing Tract A Irrigation System
10,Filing Park windsail benches table
23,Filing Tract A the corner of S Lupine St and S Lupine Ct
10,Filing Tract A Irrigation System Sidewalk Benches Observation Deck Mail Kiosk
32,Filing Tract C Irrigation System Mailbox Kiosks
32,Filing Tract E Irrigation System Sidewalks
23,Filing Tract S Cobble Median
23,Filing Tract T Cobble Median
23,Filing Block Retaining Wall LF
32,Filing Tract A Irrigation System Sidewalks
32,Filing Tract B Irrigation System Mailbox Kiosks
32,Filing Tract C Irrigation System
32,Filing Partial Tract C Irrigation System
10,Filing Tract B Irrigation System Sidewalks Vistas Monument Sign Annual Flowers Mailbox Kiosk
32,Filing Tract D Irrigation System Sidewalks Bench Observation Deck
32,Filing Tract E Irrigation Systems
39,Filing Concrete Fence
32,Filing Irrigation Controller
32,Filing Tract A Irrigation System Landscape Walls Inspiration Lane Median Landscape
32,Filing Tract C Irrigation System Landscape Walls Sidewalks
10,Filing Tract D Irrigation System Landscape Walls Hilltop Monument Sign Annual Flowers
32,Filing Tract E Irrigation System Landscape Walls Mailbox Kiosks
10,Filing Tract F Irrigation System Landscape Walls Mailbox Kiosk Inspiration Main Monument Annual Flowers
23,Filing Rock Wall
20,Filings Grasses Trees Shrubs
32,Filings Irrigation
23,Filings Steel Edging
23,Fill Station
23,Fillmore Plaza Fillmore Lighting System
30,Fillmore Plaza ShowPower Electrical System incl cabinets
31,Fillmore Plaza Underground Water Quality Vault
30,Fillmore Plaza Electrical Transformers next to irrigation controls
23,Fillmore Plaza Light Blades
23,Fillmore Plaza Shade Structure
10,Filng Pool house
6,Filter Aeration Building incl aeration basins controls piping storage
23,Filter Building
8,Filter Building Office incl filters controls
23,Filter Building Access Stairs Foundation Concrete Apron Elec Piping
31,Filter Lift Station
31,Filter Plant Well Site
31,Filter Plant Well site wells pumps morors Equip
31,Filter Plant incl pumps
31,Filter Plant Pump Station Standby Generator kw Generator
39,Filter Plant includes FlocculationSedimentation Addition Filter Eff Vault Filters EDP incl SCADA Control System
31,Filter Plant House Filter Plant House Dwelling
31,FilterPump House SCADA GeneratorToro Controlslaptopsequip
31,FilterPump House Water Well D
23,Filters Operations Building
39,Filtration Plant Equipment
39,Filtration Plant
8,Filtration Plant Office Lab
23,Fine Screening Building
6,Finished Shed
24,Fire Academy
24,Fire Academy incld pond liner pump station pipes heating aeraton system gates and fences
24,Fire Alarm System at East Parking Structure
24,Fire Behavior Prop
24,Fire Department Training Bldg
10,Fire Feature Arista Place Park
24,Fire House
24,Fire House Includes offices and storage
24,Fire Hydrant
24,Fire Hydrant of
24,Fire Pump Station includes hp hp and hp pumps controls and piping
24,Fire Statioin Storage Shed
24,Fire Station
24,Fire Station including site improvements
24,Fire Station GarageShop
24,Fire Station Truck BayOffices
24,Fire Station Storage
24,Fire Station Garage with Improvements
24,Fire Station including Improvements
24,Fire Station with Improvements
24,Fire Station Storage Shed
24,Fire Station Natural Gas Generator
24,Fire Station incl site improvements generator K Above Ground Storage Tank
24,Fire Station incl site improvements generator
24,Fire Station Communications Bldg
24,Fire Station including site improvements generator
24,Fire Station Autumn Creek
24,Fire Station Airport
24,Fire Station Jeffco Airport Fire Station
24,Fire Station Storage Bldg
24,Fire Station Garage incl site improvements
24,Fire Station Includes apparatus bays bunk rooms fitness room day room kitchen decon room offices
24,Fire Station and Admin Office
24,Fire Station incl site improvements
24,Fire Station incl Site Improvements Bollards Flagpole Fencing Paving Lighting
24,Fire Station incl Site Improvements Fencing Lighting Paving Signage Flagpole
24,Fire Station incl apparatus bays bunk rooms kitchen day room offices SI paving flagpole lighting and bollards
24,Fire Station new incl apparatus bay bunk rooms fitness room kitchen day room offices SI paving flagpole lighting bollards and retaining wall
24,Fire Station incl Site Improvements Fencing Flagpole Signage Paving Lighting
24,Fire Station incl apparatus bays bunk rooms fitness room kitchen day room decon room work shop offices SI paving flagpole fencing
24,Fire Station incl apparatus bays bunk rooms day room kitchen fitness room offices SI paving flagpole signage lighting bollards
24,Fire Station incl apparatus bays ambulance bay bunk rooms kitchen day room fitness room laundry room day room offices SI paving flagpole and bollards
24,Fire Station incl apparatus bays bunk rooms fitness room kitchen day room offices SI paving flagpole bollards lighting retaining wall
24,Fire Station incl apparatus bays bunk rooms day room kitchen offices SI paving flagpole lighting
24,Fire Station incl apparatus bays bunk rooms day room kitchen offices SI paving flag pole lighting
24,Fire Station No King Meadows
24,Fire Station No
24,Fire Station No Main Station
24,Fire Station No Canyon Springs
24,Fire Station w Bays Residential Units and Improvements SI paving tennis courts
24,Fire Station railing flagpolecinder storage
24,Fire StationOffice
24,Fire Storage Tank
24,Fire Suppression System UG Cistern
24,Fire Training Burn Building
24,Fire Training Building
24,Fire Training Center Command Center
24,Fire Training Center Fire Station
24,Fire Training Center Storage Building
24,Fire Training Center Training Classroom
7,Fire Training Center Vehicle Maintenance
24,Fire Training Facility
24,Fire Training Garage
24,Firefighter QuartersDwelling
10,Fireplace structure
6,Firewoodstorage shed ML
23,First Stage Aeration Basin
15,Fish Creek Filter Plant Fish Creek Tank M gallon capacity concrete inground tank includes chlorine analyzer flowmeter chemical feeder
31,Fish Creek Filter Plant Incl mgd capacity includes pumps filters controls clearwell scada fiberglass tanks interior standby generator valves piping Roof Condition Good SI fencing fuel tank
31,Fish Creek Filter Plant Skyline Pump Station incl hp pumps controls scada valves piping
31,Fish Creek Filter Plant Skyline Tank gallon capacity inground concrete tank incl scada
20,Fish Creek Lift Station including Generator
20,Fish Pond
20,Fishing Pier
6,Fishing Pond Equipment Storage
20,Fishing Screen
10,Fit and Fun Park Benches
10,Fit and Fun Park Pergola
23,FIT Building
23,FIT by Hyland Hills Fitness Center
23,Fit Tower Training
23,Fitness Center
10,Fitness Equipment at Recreation Center
23,Fitness Station Equipment
10,Fitzmorris Recreation Center Swimming Pool Outside
8,Fitzmorris Recreation Center incl fitness center classroom pool mechanical room offices SI incl flagpole signage lighting fencing paving
23,Five Shelters
6,Five Trailhead Mini Maps each
20,Five Landscaped Median SectionsTimberline of
10,Five Points Playground and Gazebo
23,Fixed Equipment Adams Tunnel
10,Fixed Removable Pool ADA Lift
6,Flag Pole and CisternsShed
23,Flag Poles and Flags
23,Flag Poles within boundaries
23,Flagpole and Two Flags
23,Flagstone Median
23,Flame Retardant PVC Fabric and Galvanized Steel Tent
23,Fleet Building
23,Floating Dock
10,Floating Dock at Clear Creek Valley Park
31,Floating Pump
23,Flocculation Sedimentation Building
23,FlocculationSedimentation
23,Flow Equalization Barrier Cover
23,Flow Monitor Bldg Cell
10,Flowergate Park Park bench trash receptacle playground equipment
23,Flowers Hanging Baskets
23,Flume OCM
10,Flush Toilet BathroomPathfinder Park
32,Fontaine Water Treatment Plant Ion Exchnage Treatment Facility Air Stripper Facility
23,Foot Bridge
10,Football Building
23,Footbridge
10,Foothills Playground
10,Foothills Restrooms
23,Foothills Shelter
10,Foothills Golf Course Starting Building
10,Foothills Golf CoursePicnic Shelter
10,Foothills Golf Course Clubhouse Restaurant
10,Foothills Golf Course Maintenance Building
10,Foothills Golf Course Pump House
23,Foothills Sports Arena Schaefer Athletic Complex
31,Ford Well not active
31,Ford Well
23,Forebay
31,Forest Hills Lift Station Generator Pump in Vault
31,Forest Lift Station with Improvements
23,Fossil Ridge Solerra Inch CMP
23,Fossil Ridge Solerra Inch CMP Line
23,Foundry Cinema Bowl incl Site Improvements lighting paving
23,Fountain
10,Fountain Library Branch
23,Fountain Lights
23,Fountain with Power Meter
23,FountainEQLights
10,Fountains and Monument Sign
23,Four X Vessels with uranium resin filters
23,Four Shelters Barrel at each
23,Four Trail Bridges at each
10,Four x Baseball Dugouts each
10,Four Gates Sculpture at Alameda Station Transit Plaza
20,Four landscaped median sections of
20,Four Landscaped Median Sections of
11,Four Lights at Clubhouse parking lot each
11,Four parking lot lights at Tennis Court each
11,Four Security Cameras West Parking Lot
8,Four Wide Modular Trailer
23,Fournier Press Building
10,Fox Creek Elementary Restroom
10,Fox Hill Park Bridge
10,Foxes Art
10,Foxhill Park
23,Foxridge Booster Vault
10,Foxridge Park
6,Frame Storage Shed
23,Frame w Filters
6,Frank Rd Storage Tank
23,Frank Rd Utility Bldg
25,Fraser Elementary School
10,Fredricksburg Park Playground
10,Freedom Park Safety Netting
10,Friends of Library Shed
10,Frogs Leap Park
23,FSC Driving Range
31,FSC Irrigation Pump Station
23,FSC KIOSK
23,FSC Maintenance Building
10,FSC Mini Golf
23,FSC Soccer Dome
23,Ft Lupton Flow Control Vault
23,Ft Lupton Flow Meter Vault
23,Ft Morgan PRV Vault
19,Fuel Storage
19,Fuel Tank
10,Full Court Basketball Court
10,FullCourt Basketball Court Wright Farms Park
23,Funhouse filter building
10,Future Park W nd Ave
32,FVSC Irrigation System
23,Gallery Booster Pumps Turbine
23,Gallery Site
31,Gallery Well SA SA
6,Gallup Irrig Shop
10,Gallup Park ShelterPlayground
23,Gang Mailbox
23,Garage
23,Garage Fascade
23,Garage Maintenance Building
6,Garage Shop
6,Garage Shop Building
6,Garage ShopEquipment incl Solar Panels
23,Garage x
23,Garage Girls
31,Garage AWT Tank
23,Garage Unit P includes Unit B Property
23,Garage sq ft
23,Garage Unit P
23,Garage incl site improvements
8,Garage at District Water and San Office
23,Garage at Medano House
23,Garage Building
7,Garage Includes vehicle and equipment storage
23,GarageMaintenance Building
23,GaragePump Room
8,GarageShopOffices
6,GarageWarehouse
20,Garden Vegetation no Trees
6,Gas Pump Storage Tank
19,Gas PumpsTank
6,Gas Station pumpstorage tanks
19,Gas Tank
23,Gate at Eastwood
23,Gate Enclosures total Dalzell
23,Gate House
23,Gate House Bathtub Willow Creek
23,Gate HouseElevator Granby Dam
23,Gate System
23,Gate with Arms
23,Gatehouse
23,Gateview Television Translator Bldg
23,Gateway Ped Bridge with rails
23,Gateway Structure Northern Trellis Large
23,Gateway Structure Northern Trellis Small
23,Gateway Structure Southern Trellis Small
23,gauging stations network
23,Gazebo
23,Gazebo includes concrete excavatoin and replacement
10,Gazebo Playground Set
10,Gazebo Belleview Acres Park
10,Gazebo Eagle Meadows Park
10,Gazebo Recreation Center
23,Gazebo and Table
23,Gazebo and Tables
10,Gazebo at Berry Park
10,Gazebo at Greehorn Meadows Park
10,Gazebo at Lake Lake Park
10,Gazebo at Prentice Valdai Park
10,Gazebo at Yakima Park
10,gazebo in park
23,Gazebo Structure
10,Gazebo wPicnic Bench
10,Gazebo Playground Equipment Seating
10,GazeboRiver Rock PlanterBenchesetc
23,Gazebos
23,GC Gold Pumphouse
23,GC Bridges various locations
23,GC Lightning Shelters
39,Gelwick Filtration Plant
32,Gen Set at Water Treatment
32,Gen Set at WWTP
23,General Building
30,Generator
30,Generator kw capacity
30,Generator kw standby
30,Generator attached to Ground
30,Generator Rocking Horse Farms
30,Generator kw
19,Generator Backup Building Including Fuel Tank
30,Generator Bldg and Generator
30,Generator Building
31,Generator Building Well
30,Generator Building Portable
30,Generator Building Willow Creek
30,Generator Building LS
30,Generator Building Incl kw interior standby generator
30,Generator RSA SBA GSBB Model AU
30,Generator RX Three Phase Genset
30,Generator W LPG hookup
30,Generator with enclosure
10,GHM No A Tract B Monument Associated Lanscaping materials
23,Glacier Run Conveyor
31,Glassey Recharge Pond Diversion Structure SCADA
10,Glenwood Library
10,Golden Guardian Park Improvements
10,Golf Nordic Center including fencing lightinglandscapingtrashbuildings retaining walls signage etc
10,Golf Cart Barnincludes solar panels clubs stored for others x
10,Golf Course
10,Golf Course Porta Pottys with Shelters
10,Golf Course Club House incl trash receptacles signage bicycle racks and tennis courts
10,Golf Course Combined Contents
10,Golf Course Driving Range Net
10,Golf Course Irrigation Heads
10,Golf Course Maintenance Building
10,Golf Course Maintenance Office wStorage
10,Golf Course Metal Storage Shed
10,Golf Course Planter Bulkheads
10,Golf Course Pump House
10,Golf Course Sand Bunkers
10,Golf Course Shack
10,Golf Course Tee Signs
10,Golf Course Controllers
10,Golf Course Bathrooms
10,Golf Course Bridges
10,Golf Course Bridges Including Abutments
10,Golf Course Irrigation
10,Golf Course Lightning Warning Systems
10,Golf Course main gazebo
10,Golf Course Restroom
10,Golf Course Retaining Walls
10,Golf Course VaultBooster Pump
10,Golf Course Weather Stations
10,Golf Course Well
10,Golf Driving Range Net
10,Golf Maint Bldg
10,Golf Maintenance Shop including fencing lighting landscaping trashbuildings retaining walls signage
10,Golf Starter Building Course of Construction including fencing lighting landscaping trashbuildings retaining walls signage
23,Gondola
23,Gondola System Interface Landing
10,Goodson Recreation Center
23,Gore Creek RTU
31,Gore Creek Tank MG Above ground
31,Gore Creek Tank MG Underground
31,Gore Valley Drinking Water Facility
23,Gore Valley Intake Structure Station
10,GPS Displays mounted to club cars including stationary equipment
31,Granada Glen Roto Phase Water Feature
19,Granby Campus Fuel Island
8,Granby Campus Office Fleet Maintenance Control Room
23,Granby Campus Pump Station
10,Grand Lake
10,Grand Pavilion ShelterKitchenRestrooms
10,Grand Pavillion shelters
23,Grandstand Sr Field
31,Grange Lift Station includes hp pumps wetwell and controls
23,Granite Base
23,Granite Seat Walls
23,Granite Sidewalks
23,Granite Sidewalks Feet
23,Granite Steps Mall West Millenium Bridge
31,Granulated Carbon Water System
23,Grasses
23,Gray Sidewalk SF
23,Gray Sidewalks SF
23,Gray Sidewalks
23,Grease Garage
39,Great Cut Pump Plant
23,Greeley Turn Out Vaults
6,Green Mountain Transmitter in shed
23,Green Pump Stn UGrd Concrete Vault
10,Green Skate Shed for Ice Rink
20,Greenhouse
20,Greenhouses
31,Greenland Lift Station
23,Greens and Tees for Hole Course
23,Greenwood Athletic Club includes Xerox Copier
31,Greenwood GeneratorPump Station
10,Greenwood Tennis Club
31,Grey Fox Pump Station Pumps
23,Greystone BPS
31,Greystone Lift Station
23,Greystone RTU
31,Greystone Tank MG
6,Grill Concessions Area Equipment
10,GrillTaco Wallys picnic tablesumb
6,GrillTacoInfo concession building
23,Ground based LED Accent lights on median with transformers
23,Ground Roof Prop
32,Ground Treatment Plant
31,Ground Water Treatment Plant incl filter chlorine contact chamber controls valves piping SI fencing
31,Groundwater Treatment Facility
23,Group Sales Building
6,GroupConcession Tent
23,Grover Modular
10,Grundel Entrance Monument
23,GTP Expansion
23,Guard House
23,Guard Rail
23,Guard Shack including boiler and snow melt
23,Guard Station with entry gates
23,Guardrail
23,Guardrail Posts and retaining walls
23,Guest Service Kiosks
10,Gun Club at Stanley Park
23,Gunnison Main Branch
23,Guthrie Booster Station
31,Guthrie Well Site Wells incl pumps motor Equip
31,Guthrie Well Site Well incl pumps motor Equip
23,GVI Gate House
10,Gym including Site Improvements Fencing Playground Equipment Dumpster Enclosure Lighting Paving
10,GymBasketballWeight
10,Gymnastic Center
10,Gymnastics Facility including fencing lighting landscaping trashbuildings retaining walls signage
10,Gypsum Public Library
10,Gypsum Recreation Center
23,Habitat HouseEvergreen
10,Half Basketball Court
23,Halfway House Gold
23,HAM BLDG
10,Hamlet Park
23,Hand Rail
10,Hand Railing Linear Ft at Gateway Park
6,Handball CourtStorage Shed
23,Handicap Ramps Truncated Domes
20,Handicapped Fishing Pier Lake Estes Trail
23,Hanging Lights
10,Harbor CourtWhitney Bay Lake Equipment
23,Hard Trail miles of cement trail
23,HardscapeConcreteVitrituf
23,Hardy Building
23,Haren Rechg Ponds Gates SCADA
10,Harlow Park Kiddie Pool
10,Harlow Park Pool
10,Harlow Pool Main Building
10,Harlow Pool Waterslide
10,Harmony Library Branch
10,Harmony Park Playground baseball field basketball court multipurpose field
23,Harmony Surgery Center
10,Harrison Park Picnic Pavilion
6,Harrison Park Storage Shed
23,Harrison Trail Bridge
31,Hatcher Water Tank Gal
23,Hatzis Hall
23,Hay Barn
6,Hazardous Mat Storage
31,Hazeltine Heights Lift Station Counter incl hp pumps wetwell controls
23,HazMat Prop
8,Headquarters
24,Headquarters Ambulance
8,HeadquartersAdmin Building
23,Headworks
23,Headworks Building
23,Headworks Structure
31,HeadworksWater Treatment Plant
9,Healthcare Center
23,Heirloom at Filing Tract A Fountain
20,Heirloom at GHM Tract A No Fountain and Landscaping product
10,Heirloom Park Playground
20,Heirloon GHM Wall and Associated landscaping materials
23,Heritage Hills
10,Heritage Park
10,Heritage Village Park Playground
31,Heron Lakes Parkway Pumphouse Includes hp pumps hp pumps filters gallon chemical tanks and controls Site Improvements include Paving
31,Hess Well House with Telemetry
31,Hess Well House wTelemetry
23,Hess Banner Hardware
11,Hess Banner Parking Signs
23,Hess Double Head Ped Light
23,Hess Double Head Ped Lights with custom plug receptacle
23,Hess Single Head Ped Light
23,Hess Single Head Ped Light pole with custom plug receptacle
31,Hess Tank Tank Controls wTelemetry
9,Heyl Clinic
10,Hidden Lake Sports Complex
23,Hidden River Booster Station Booster Station
31,Hidden RiverWell Facility wTelemetry well head
23,High Hopes
10,High Line Canal Trail
10,High Plains Park
31,High Point Lift Station
23,Highland Meadows RTU
31,Highland Meadows Tank MG Underground
31,Highlands Booster Station incl hp pumps controls piping SI fencing and paving
31,Highlands Lift Station
10,Highlands Ranch Library
6,Highlands Ranch SecureCare Storage
10,Highridge Park Concrete Work
10,Highridge Park Playground Equipment Barn Structure Climbers
10,Highridge Park Playground Equipment Swing Set
10,Highridge Park Playground Equipment Truck Structure Seesaw DigiRider
30,Highridge Park Shelter Electrical and Park Electrical
10,Highridge Park Shelter plus installation
39,Highridge Park Tabels BenchesTrash ReceptaclesDog Waste Station
31,Highway Pump Station
23,Highway Vault
10,Hilltop Sign Monument Median and Landscape
23,Hilltop Tower Microwave IT equipment
23,Himalaya Vault
23,Historic House Shelter
10,Historic House FlyN B Park
10,Historic House Restroom
10,Hockey Rink East Park
10,Hockey Rink Tennis Court
31,Hogback Pump Station w Fence and Gate
31,Holding Tank Control Building
23,Holding Tank including Site Improvements Fending Gates
23,Hole snack shack
23,Holiday Lights
10,Holly Park Main Building
31,Holly Park Pump Room
10,Holly Park Blanket
10,Holly Park Kiddie Pool
10,Holly Park Pool
10,Holly Tennis Tennis Building
23,Holophane Poles x West Oak Alley
23,Holophane Poles x Tenney Court North
23,Holton Farms Pivot
31,Holton Reservoir Water Storage Facility to include Barge Floating Pumps and Controllers
23,Homart Transit Bus Point
10,Hops Garden Metal Shade w Lights Bird Houses Fence Metal Sign Firepit Benches
23,Horiba Hematology Machine
32,Horizontal Infrastructure Phase Concrete private alleyssidewalks stormwater detention facilities sanitary sewer water storm sewer
31,Horse Ranch Lift Station incl kw interior standby generator wetwell pumps controls
31,Horse Ranch Water Tank gallon capacity concrete inground tank
23,Horse Stables
23,Horse Tooth Sleeve Vault
10,Horseshoe Park Playground and Disc Golf Course
23,Horsetooth Auxiliary Building
23,Horsetooth Pipe Line Yard Pipe Line
6,Horsetooth Shop
23,Horsetooth Valve House
9,HospitalClinicAmbulance GaragePharmacyExam RoomsKitchen wHood WalkIn Coolerkw Generator Office Including Site Improvements Flagpole lighting fencing benches picnic tables signage fuel tanks paving
10,Hot Tub
23,House
23,HouseMedano
10,HUB Recreation Center Pools with Outdoor Trellis
23,Hudson Barn
6,Hudson Bloom Room Storage
6,Hudson Concert Green Room Storage
23,Hudson Garden Canopy
23,Hudson Mainteance Bldg
23,Hudson The Inn
6,Hudson The Inn Shop Storage
23,Hudson Welcome Garden Pavilion
23,Hudson Welcome Garden RestrmsDressing Rom
8,Hudson Garden Admin Office
6,Hudson Garden Gift ShopWelcome Center
6,Hudson Garden Trail Snack Bar DD Storage
23,Hudson Garden Canopy Restrmsdressing Rms
1,Hunter
32,Hunter Irrigation Controller zones
31,Hunter Ridge Pump Station
10,Hunters Hill Park Shelter
10,Hunters Hills Park
31,Hunting Hill Lift Station building above with electrical equipment pumps within wet wells underground
